name,name_id,specs,time,to,symop,err,file,line,loc,top,signature,weight,proof_coverage,rank,in_calls,out_calls,proof_trace,cyclomatic
"void PresenterCategoryActivity.yesuReady()","com.church.psalm.presenter.activity.PresenterCategoryActivity.yesuReady():void",2,0,NONE,473,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterCategoryActivity.java,227,304,N,"void void PresenterCategoryActivity.yesuReady()(class com.church.psalm.presenter.activity.PresenterCategoryActivity *this)",37,0.97,1.08,0,11,227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 246 247,2
"void PresenterCategoryActivity.zaijiReady()","com.church.psalm.presenter.activity.PresenterCategoryActivity.zaijiReady():void",2,0,NONE,172,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterCategoryActivity.java,258,304,N,"void void PresenterCategoryActivity.zaijiReady()(class com.church.psalm.presenter.activity.PresenterCategoryActivity *this)",13,0.92,0.85,0,6,258 259 260 261 262 264 265,2
"void PresenterCategoryActivity.zanmeiReady()","com.church.psalm.presenter.activity.PresenterCategoryActivity.zanmeiReady():void",2,0,NONE,172,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterCategoryActivity.java,278,304,N,"void void PresenterCategoryActivity.zanmeiReady()(class com.church.psalm.presenter.activity.PresenterCategoryActivity *this)",13,0.92,0.85,0,6,278 279 280 281 282 284 285,2
"PresenterMainActivity.<init>()","com.church.psalm.presenter.activity.PresenterMainActivity.<init>()",1,0,NONE,18,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterMainActivity.java,9,34,N,"void PresenterMainActivity.<init>()(class com.church.psalm.presenter.activity.PresenterMainActivity *this)",5,0.80,0.30,0,1,9,1
"void PresenterMainActivity.onClickSortBy()","com.church.psalm.presenter.activity.PresenterMainActivity.onClickSortBy():void",1,0,NONE,20,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterMainActivity.java,32,34,N,"void void PresenterMainActivity.onClickSortBy()(class com.church.psalm.presenter.activity.PresenterMainActivity *this)",5,0.80,0.30,0,1,32 33,1
"void PresenterMainActivity.onTabSelected(int)","com.church.psalm.presenter.activity.PresenterMainActivity.onTabSelected(int):void",2,0,NONE,69,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterMainActivity.java,21,34,N,"void void PresenterMainActivity.onTabSelected(int)(class com.church.psalm.presenter.activity.PresenterMainActivity *this, int position)",7,0.86,0.30,0,1,21 22 23 25,2
"void PresenterMainActivity.onToolbarClick()","com.church.psalm.presenter.activity.PresenterMainActivity.onToolbarClick():void",1,0,NONE,20,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterMainActivity.java,28,34,N,"void void PresenterMainActivity.onToolbarClick()(class com.church.psalm.presenter.activity.PresenterMainActivity *this)",5,0.80,0.30,0,1,28 29,1
"void PresenterMainActivity.setViewActivity(ViewMainActivity)","com.church.psalm.presenter.activity.PresenterMainActivity.setViewActivity(com.church.psalm.view.view4F73",1,0,NONE,20,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterMainActivity.java,13,34,N,"void void PresenterMainActivity.setViewActivity(ViewMainActivity)(class com.church.psalm.presenter.activity.PresenterMainActivity *this, class com.church.psalm.view.view.ViewMainActivity *view)",5,0.80,0.00,0,0,13 14 15,1
"void PresenterMainActivity.setViewTabbed(ViewTabbedFragment)","com.church.psalm.presenter.activity.PresenterMainActivity.setViewTabbed(com.church.psalm.view.view.VE5E1",1,0,NONE,20,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterMainActivity.java,17,34,N,"void void PresenterMainActivity.setViewTabbed(ViewTabbedFragment)(class com.church.psalm.presenter.activity.PresenterMainActivity *this, class com.church.psalm.view.view.ViewTabbedFragment *view)",5,0.80,0.00,0,0,17 18 19,1
"PresenterSearchActivity$1.<init>(PresenterSearchActivity,String)","com.church.psalm.presenter.activity.PresenterSearchActivity$1.<init>(com.church.psalm.presenter.acti406C",1,0,NONE,38,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterSearchActivity.java,71,177,N,"void PresenterSearchActivity$1.<init>(PresenterSearchActivity,String)(class com.church.psalm.presenter.activity.PresenterSearchActivity$1 *this, class com.church.psalm.presenter.activity.PresenterSearchActivity *this$0, class java.lang.String *$bcvar2)",7,0.86,0.30,0,1,71,1
"Observable PresenterSearchActivity$1.call(Song)","com.church.psalm.presenter.activity.PresenterSearchActivity$1.call(com.church.psalm.model.Song):rx.O4093",2,0,NONE,382,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterSearchActivity.java,73,177,N,"class rx.Observable *Observable PresenterSearchActivity$1.call(Song)(class com.church.psalm.presenter.activity.PresenterSearchActivity$1 *this, class com.church.psalm.model.Song *song)",21,0.95,1.23,1,15,73 74 75 76 77 78 79 80 82 83 84 85,1
"Object PresenterSearchActivity$1.call(Object)","com.church.psalm.presenter.activity.PresenterSearchActivity$1.call(java.lang.Object):java.lang.ObjecE48C",2,0,NONE,71,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterSearchActivity.java,71,177,N,"class java.lang.Object *Object PresenterSearchActivity$1.call(Object)(class com.church.psalm.presenter.activity.PresenterSearchActivity$1 *this, class java.lang.Object *$bcvar1)",5,0.80,1.23,0,16,71,1
"PresenterSearchActivity$2.<init>(PresenterSearchActivity,String)","com.church.psalm.presenter.activity.PresenterSearchActivity$2.<init>(com.church.psalm.presenter.acti48DC",1,0,NONE,38,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterSearchActivity.java,19,177,N,"void PresenterSearchActivity$2.<init>(PresenterSearchActivity,String)(class com.church.psalm.presenter.activity.PresenterSearchActivity$2 *this, class com.church.psalm.presenter.activity.PresenterSearchActivity *this$0, class java.lang.String *$bcvar2)",7,0.86,0.30,0,1,19 103,1
"Observable PresenterSearchActivity$2.call(Song)","com.church.psalm.presenter.activity.PresenterSearchActivity$2.call(com.church.psalm.model.Song):rx.O37E4",0,0,SYMOPS TIMEOUT (334),334,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterSearchActivity.java,105,177,N,"class rx.Observable *Observable PresenterSearchActivity$2.call(Song)(class com.church.psalm.presenter.activity.PresenterSearchActivity$2 *this, class com.church.psalm.model.Song *song)",32,0.00,1.30,1,18,,5
"Object PresenterSearchActivity$2.call(Object)","com.church.psalm.presenter.activity.PresenterSearchActivity$2.call(java.lang.Object):java.lang.ObjecEE0B",1,0,NONE,36,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterSearchActivity.java,73,177,N,"class java.lang.Object *Object PresenterSearchActivity$2.call(Object)(class com.church.psalm.presenter.activity.PresenterSearchActivity$2 *this, class java.lang.Object *$bcvar1)",5,0.80,1.30,0,19,73 103,1
"PresenterSearchActivity$3.<init>(PresenterSearchActivity)","com.church.psalm.presenter.activity.PresenterSearchActivity$3.<init>(com.church.psalm.presenter.actiE4BC",1,0,NONE,28,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterSearchActivity.java,22,177,N,"void PresenterSearchActivity$3.<init>(PresenterSearchActivity)(class com.church.psalm.presenter.activity.PresenterSearchActivity$3 *this, class com.church.psalm.presenter.activity.PresenterSearchActivity *this$0)",6,0.83,0.30,0,1,22 135,1
"Integer PresenterSearchActivity$3.call(SongMatch,SongMatch)","com.church.psalm.presenter.activity.PresenterSearchActivity$3.call(com.church.psalm.model.SongMatch,55CC",1,0,NONE,52,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterSearchActivity.java,137,177,N,"class java.lang.Integer *Integer PresenterSearchActivity$3.call(SongMatch,SongMatch)(class com.church.psalm.presenter.activity.PresenterSearchActivity$3 *this, class com.church.psalm.model.SongMatch *songMatch, class com.church.psalm.model.SongMatch *songMatch2)",6,0.83,0.60,1,2,137 138,1
"Object PresenterSearchActivity$3.call(Object,Object)","com.church.psalm.presenter.activity.PresenterSearchActivity$3.call(java.lang.Object,java.lang.ObjectC908",1,0,NONE,44,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterSearchActivity.java,105,177,N,"class java.lang.Object *Object PresenterSearchActivity$3.call(Object,Object)(class com.church.psalm.presenter.activity.PresenterSearchActivity$3 *this, class java.lang.Object *$bcvar1, class java.lang.Object *$bcvar2)",5,0.80,0.60,0,3,105 135,1
"PresenterSearchActivity$4.<init>(PresenterSearchActivity)","com.church.psalm.presenter.activity.PresenterSearchActivity$4.<init>(com.church.psalm.presenter.actiC80B",1,0,NONE,28,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterSearchActivity.java,22,177,N,"void PresenterSearchActivity$4.<init>(PresenterSearchActivity)(class com.church.psalm.presenter.activity.PresenterSearchActivity$4 *this, class com.church.psalm.presenter.activity.PresenterSearchActivity *this$0)",6,0.83,0.30,0,1,22 156,1
"Integer PresenterSearchActivity$4.call(SongMatch,SongMatch)","com.church.psalm.presenter.activity.PresenterSearchActivity$4.call(com.church.psalm.model.SongMatch,670F",1,0,NONE,52,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterSearchActivity.java,158,177,N,"class java.lang.Integer *Integer PresenterSearchActivity$4.call(SongMatch,SongMatch)(class com.church.psalm.presenter.activity.PresenterSearchActivity$4 *this, class com.church.psalm.model.SongMatch *songMatch, class com.church.psalm.model.SongMatch *songMatch2)",6,0.83,0.60,1,2,158 159,1
"Object PresenterSearchActivity$4.call(Object,Object)","com.church.psalm.presenter.activity.PresenterSearchActivity$4.call(java.lang.Object,java.lang.ObjectC078",1,0,NONE,44,0,app/src/main/java/com/church/psalm/presenter/activity/PresenterSearchActivity.java,137,177,N,"class java.lang.Object *Object PresenterSearchActivity$4.call(Object,Object)(class com.church.psalm.presenter.activity.PresenterSearchActivity$4 *this, class java.lang.Object *$bcvar1, class java.lang.Object *$bcvar2)",5,0.80,0.60,0,3,137 156,1
"void PresenterSearchActivity_Factory.<clinit>()","com.church.psalm.presenter.activity.PresenterSearchActivity_Factory.<clinit>():void",1,0,NONE,52,0,app/build/generated/source/apt/debug/com/church/psalm/presenter/activity/PresenterSearchActivity_Factory.java,8,19,N,"class java.lang.Object *void PresenterSearchActivity_Factory.<clinit>()(class java.lang.String *field)",9,0.89,0.48,0,2,6 8,1
"PresenterSearchActivity_Factory.<init>(String,int)","com.church.psalm.presenter.activity.PresenterSearchActivity_Factory.<init>(java.lang.String,int)",1,0,NONE,24,0,app/build/generated/source/apt/debug/com/church/psalm/presenter/activity/PresenterSearchActivity_Factory.java,7,19,N,"void PresenterSearchActivity_Factory.<init>(String,int)(class com.church.psalm.presenter.activity.PresenterSearchActivity_Factory *this, class java.lang.String *$bcvar1, int $bcvar2)",5,0.80,0.48,1,1,7,1
"Factory PresenterSearchActivity_Factory.create()","com.church.psalm.presenter.activity.PresenterSearchActivity_Factory.create():dagger.internal.Factory",1,0,NONE,14,0,app/build/generated/source/apt/debug/com/church/psalm/presenter/activity/PresenterSearchActivity_Factory.java,15,19,N,"class dagger.internal.Factory *Factory PresenterSearchActivity_Factory.create()()",4,0.75,0.00,0,0,15 16,1
"PresenterSearchActivity PresenterSearchActivity_Factory.get()","com.church.psalm.presenter.activity.PresenterSearchActivity_Factory.get():com.church.psalm.presenterD6D2",1,0,NONE,28,0,app/build/generated/source/apt/debug/com/church/psalm/presenter/activity/PresenterSearchActivity_Factory.java,11,19,N,"class com.church.psalm.presenter.activity.PresenterSearchActivity *PresenterSearchActivity PresenterSearchActivity_Factory.get()(class com.church.psalm.presenter.activity.PresenterSearchActivity_Factory *this)",5,0.80,0.48,1,1,11 12,1
"Object PresenterSearchActivity_Factory.get()","com.church.psalm.presenter.activity.PresenterSearchActivity_Factory.get():java.lang.Object",1,0,NONE,32,0,app/build/generated/source/apt/debug/com/church/psalm/presenter/activity/PresenterSearchActivity_Factory.java,6,19,N,"class java.lang.Object *Object PresenterSearchActivity_Factory.get()(class com.church.psalm.presenter.activity.PresenterSearchActivity_Factory *this)",5,0.80,0.48,0,2,6,1
"PresenterSearchActivity_Factory PresenterSearchActivity_Factory.valueOf(String)","com.church.psalm.presenter.activity.PresenterSearchActivity_Factory.valueOf(java.lang.String):com.ch7D19",1,0,NONE,30,0,app/build/generated/source/apt/debug/com/church/psalm/presenter/activity/PresenterSearchActivity_Factory.java,6,19,N,"class com.church.psalm.presenter.activity.PresenterSearchActivity_Factory *PresenterSearchActivity_Factory PresenterSearchActivity_Factory.valueOf(String)(class java.lang.String *name)",5,0.80,0.30,0,1,6,1
"com.church.psalm.presenter.activity.PresenterSearchActivity_Factory[] PresenterSearchActivity_Factory.values()","com.church.psalm.presenter.activity.PresenterSearchActivity_Factory.values():com.church.psalm.presen8D89",1,0,NONE,30,0,app/build/generated/source/apt/debug/com/church/psalm/presenter/activity/PresenterSearchActivity_Factory.java,6,19,N,"class com.church.psalm.presenter.activity.PresenterSearchActivity_Factory *(*com.church.psalm.presenter.activity.PresenterSearchActivity_Factory[] PresenterSearchActivity_Factory.values())[_t$0]()",5,0.80,0.30,0,1,6,1
"PresenterListsFragment$1.<init>(PresenterListsFragment)","com.church.psalm.presenter.fragment.PresenterListsFragment$1.<init>(com.church.psalm.presenter.fragmE2F0",1,0,NONE,28,0,app/src/main/java/com/church/psalm/presenter/fragment/PresenterListsFragment.java,39,267,N,"void PresenterListsFragment$1.<init>(PresenterListsFragment)(class com.church.psalm.presenter.fragment.PresenterListsFragment$1 *this, class com.church.psalm.presenter.fragment.PresenterListsFragment *this$0)",6,0.83,0.30,0,1,39 111,1
"void PresenterListsFragment$1.execute(Realm)","com.church.psalm.presenter.fragment.PresenterListsFragment$1.execute(io.realm.Realm):void",0,0,SYMOPS TIMEOUT (334),334,0,app/src/main/java/com/church/psalm/presenter/fragment/PresenterListsFragment.java,113,267,N,"void void PresenterListsFragment$1.execute(Realm)(class com.church.psalm.presenter.fragment.PresenterListsFragment$1 *this, class io.realm.Realm *realm)",79,0.00,1.46,0,28,,7
"PresenterListsFragment$2.<init>(PresenterListsFragment)","com.church.psalm.presenter.fragment.PresenterListsFragment$2.<init>(com.church.psalm.presenter.fragmA6E1",1,0,NONE,28,0,app/src/main/java/com/church/psalm/presenter/fragment/PresenterListsFragment.java,40,267,N,"void PresenterListsFragment$2.<init>(PresenterListsFragment)(class com.church.psalm.presenter.fragment.PresenterListsFragment$2 *this, class com.church.psalm.presenter.fragment.PresenterListsFragment *this$0)",6,0.83,0.30,0,1,40 151,1
"void PresenterListsFragment$2.onSuccess()","com.church.psalm.presenter.fragment.PresenterListsFragment$2.onSuccess():void",1,0,NONE,40,0,app/src/main/java/com/church/psalm/presenter/fragment/PresenterListsFragment.java,153,267,N,"void void PresenterListsFragment$2.onSuccess()(class com.church.psalm.presenter.fragment.PresenterListsFragment$2 *this)",7,0.86,0.30,0,1,153 154 155,1
"PresenterNumbersFragment$1.<init>(PresenterNumbersFragment,int)","com.church.psalm.presenter.fragment.PresenterNumbersFragment$1.<init>(com.church.psalm.presenter.fraB90E",1,0,NONE,38,0,app/src/main/java/com/church/psalm/presenter/fragment/PresenterNumbersFragment.java,55,85,N,"void PresenterNumbersFragment$1.<init>(PresenterNumbersFragment,int)(class com.church.psalm.presenter.fragment.PresenterNumbersFragment$1 *this, class com.church.psalm.presenter.fragment.PresenterNumbersFragment *this$0, int $bcvar2)",7,0.86,0.48,1,1,55 75,1
"void PresenterNumbersFragment$1.execute(Realm)","com.church.psalm.presenter.fragment.PresenterNumbersFragment$1.execute(io.realm.Realm):void",1,0,NONE,120,0,app/src/main/java/com/church/psalm/presenter/fragment/PresenterNumbersFragment.java,77,85,N,"void void PresenterNumbersFragment$1.execute(Realm)(class com.church.psalm.presenter.fragment.PresenterNumbersFragment$1 *this, class io.realm.Realm *realm)",12,0.92,0.85,0,6,77 78 79 80 81 82,1
"PresenterNumbersFragment.<init>()","com.church.psalm.presenter.fragment.PresenterNumbersFragment.<init>()",1,0,NONE,38,0,app/src/main/java/com/church/psalm/presenter/fragment/PresenterNumbersFragment.java,19,85,N,"void PresenterNumbersFragment.<init>()(class com.church.psalm.presenter.fragment.PresenterNumbersFragment *this)",7,0.86,0.78,3,2,19 20 21,1
"void PresenterNumbersFragment.acceptClicked()","com.church.psalm.presenter.fragment.PresenterNumbersFragment.acceptClicked():void",1,0,SYMOPS TIMEOUT (334),554,0,app/src/main/java/com/church/psalm/presenter/fragment/PresenterNumbersFragment.java,54,85,N,"void void PresenterNumbersFragment.acceptClicked()(class com.church.psalm.presenter.fragment.PresenterNumbersFragment *this)",27,0.93,1.20,0,15,54 55 56 57 59 60 61 62 63 64 66 69 71,5
"void PresenterNumbersFragment.backspaceClicked()","com.church.psalm.presenter.fragment.PresenterNumbersFragment.backspaceClicked():void",2,0,NONE,143,0,app/src/main/java/com/church/psalm/presenter/fragment/PresenterNumbersFragment.java,47,85,N,"void void PresenterNumbersFragment.backspaceClicked()(class com.church.psalm.presenter.fragment.PresenterNumbersFragment *this)",13,0.92,0.70,0,4,47 48 49 50 52,2
"void PresenterNumbersFragment.clearDisplay()","com.church.psalm.presenter.fragment.PresenterNumbersFragment.clearDisplay():void",1,0,NONE,30,0,app/src/main/java/com/church/psalm/presenter/fragment/PresenterNumbersFragment.java,42,85,N,"void void PresenterNumbersFragment.clearDisplay()(class com.church.psalm.presenter.fragment.PresenterNumbersFragment *this)",6,0.83,0.48,0,2,42 43 44 45,1
"void PresenterNumbersFragment.incrementFreq(int)","com.church.psalm.presenter.fragment.PresenterNumbersFragment.incrementFreq(int):void",1,0,NONE,56,0,app/src/main/java/com/church/psalm/presenter/fragment/PresenterNumbersFragment.java,73,85,N,"void void PresenterNumbersFragment.incrementFreq(int)(class com.church.psalm.presenter.fragment.PresenterNumbersFragment *this, int trackNumber)",7,0.86,0.70,0,4,73 74 75 84,1
"void PresenterNumbersFragment.numberClicked(CharSequence)","com.church.psalm.presenter.fragment.PresenterNumbersFragment.numberClicked(java.lang.CharSequence):v5E8D",1,0,NONE,135,0,app/src/main/java/com/church/psalm/presenter/fragment/PresenterNumbersFragment.java,33,85,N,"void void PresenterNumbersFragment.numberClicked(CharSequence)(class com.church.psalm.presenter.fragment.PresenterNumbersFragment *this, class java.lang.CharSequence *num)",12,0.75,0.78,0,5,33 34 35 36 40,2
"void PresenterNumbersFragment.setView(ViewNumberFragment)","com.church.psalm.presenter.fragment.PresenterNumbersFragment.setView(com.church.psalm.view.view.View0A6C",1,0,NONE,20,0,app/src/main/java/com/church/psalm/presenter/fragment/PresenterNumbersFragment.java,23,85,N,"void void PresenterNumbersFragment.setView(ViewNumberFragment)(class com.church.psalm.presenter.fragment.PresenterNumbersFragment *this, class com.church.psalm.view.view.ViewNumberFragment *view)",5,0.80,0.00,0,0,23 24 25,1
"void PresenterNumbersFragment.start()","com.church.psalm.presenter.fragment.PresenterNumbersFragment.start():void",2,0,NONE,91,0,app/src/main/java/com/church/psalm/presenter/fragment/PresenterNumbersFragment.java,27,85,N,"void void PresenterNumbersFragment.start()(class com.church.psalm.presenter.fragment.PresenterNumbersFragment *this)",9,0.89,0.48,0,2,27 28 29 31,2
"CategoryActivity$$ViewBinder.<init>()","com.church.psalm.view.activity.CategoryActivity$$ViewBinder.<init>()",1,0,NONE,18,0,app/build/generated/source/apt/debug/com/church/psalm/view/activity/CategoryActivity$$ViewBinder.java,8,21,N,"void CategoryActivity$$ViewBinder.<init>()(class com.church.psalm.view.activity.CategoryActivity$$ViewBinder *this)",5,0.80,0.30,0,1,8,1
"void CategoryActivity$$ViewBinder.bind(ButterKnife$Finder,CategoryActivity,Object)","com.church.psalm.view.activity.CategoryActivity$$ViewBinder.bind(butterknife.ButterKnife$Finder,com.6295",1,0,NONE,116,0,app/build/generated/source/apt/debug/com/church/psalm/view/activity/CategoryActivity$$ViewBinder.java,9,21,N,"void void CategoryActivity$$ViewBinder.bind(ButterKnife$Finder,CategoryActivity,Object)(class com.church.psalm.view.activity.CategoryActivity$$ViewBinder *this, class butterknife.ButterKnife$Finder *finder, class com.church.psalm.view.activity.CategoryActivity *target, class java.lang.Object *source)",12,0.92,0.60,1,2,9 11 12 13 14 15,1
"void CategoryActivity$$ViewBinder.bind(ButterKnife$Finder,Object,Object)","com.church.psalm.view.activity.CategoryActivity$$ViewBinder.bind(butterknife.ButterKnife$Finder,javaA2B8",1,0,NONE,34,0,app/build/generated/source/apt/debug/com/church/psalm/view/activity/CategoryActivity$$ViewBinder.java,8,21,N,"void void CategoryActivity$$ViewBinder.bind(ButterKnife$Finder,Object,Object)(class com.church.psalm.view.activity.CategoryActivity$$ViewBinder *this, class butterknife.ButterKnife$Finder *$bcvar1, class java.lang.Object *$bcvar2, class java.lang.Object *$bcvar3)",5,0.80,0.60,0,3,8,1
"void CategoryActivity$$ViewBinder.unbind(CategoryActivity)","com.church.psalm.view.activity.CategoryActivity$$ViewBinder.unbind(com.church.psalm.view.activity.CaC764",1,0,NONE,24,0,app/build/generated/source/apt/debug/com/church/psalm/view/activity/CategoryActivity$$ViewBinder.java,17,21,N,"void void CategoryActivity$$ViewBinder.unbind(CategoryActivity)(class com.church.psalm.view.activity.CategoryActivity$$ViewBinder *this, class com.church.psalm.view.activity.CategoryActivity *target)",6,0.83,0.30,1,0,17 18 19 20,1
"void CategoryActivity$$ViewBinder.unbind(Object)","com.church.psalm.view.activity.CategoryActivity$$ViewBinder.unbind(java.lang.Object):void",1,0,NONE,26,0,app/build/generated/source/apt/debug/com/church/psalm/view/activity/CategoryActivity$$ViewBinder.java,8,21,N,"void void CategoryActivity$$ViewBinder.unbind(Object)(class com.church.psalm.view.activity.CategoryActivity$$ViewBinder *this, class java.lang.Object *$bcvar1)",5,0.80,0.30,0,1,8,1
"CategoryActivity$1.<init>(CategoryActivity)","com.church.psalm.view.activity.CategoryActivity$1.<init>(com.church.psalm.view.activity.CategoryActi8869",1,0,NONE,28,0,app/src/main/java/com/church/psalm/view/activity/CategoryActivity.java,48,94,N,"void CategoryActivity$1.<init>(CategoryActivity)(class com.church.psalm.view.activity.CategoryActivity$1 *this, class com.church.psalm.view.activity.CategoryActivity *this$0)",6,0.83,0.48,1,1,48,1
"void CategoryActivity$1.onTabReselected(TabLayout$Tab)","com.church.psalm.view.activity.CategoryActivity$1.onTabReselected(android.support.design.widget.TabLA8B1",1,0,NONE,12,0,app/src/main/java/com/church/psalm/view/activity/CategoryActivity.java,61,94,N,"void void CategoryActivity$1.onTabReselected(TabLayout$Tab)(class com.church.psalm.view.activity.CategoryActivity$1 *this, class android.support.design.widget.TabLayout$Tab *tab)",4,0.75,0.00,0,0,61 63,1
"void CategoryActivity$1.onTabSelected(TabLayout$Tab)","com.church.psalm.view.activity.CategoryActivity$1.onTabSelected(android.support.design.widget.TabLayBB9D",1,0,NONE,84,0,app/src/main/java/com/church/psalm/view/activity/CategoryActivity.java,50,94,N,"void void CategoryActivity$1.onTabSelected(TabLayout$Tab)(class com.church.psalm.view.activity.CategoryActivity$1 *this, class android.support.design.widget.TabLayout$Tab *tab)",10,0.90,0.70,0,4,50 51 52 53,1
"void CategoryActivity$1.onTabUnselected(TabLayout$Tab)","com.church.psalm.view.activity.CategoryActivity$1.onTabUnselected(android.support.design.widget.TabLDF0C",1,0,NONE,12,0,app/src/main/java/com/church/psalm/view/activity/CategoryActivity.java,56,94,N,"void void CategoryActivity$1.onTabUnselected(TabLayout$Tab)(class com.church.psalm.view.activity.CategoryActivity$1 *this, class android.support.design.widget.TabLayout$Tab *tab)",4,0.75,0.00,0,0,56 58,1
"CategoryActivity.<init>()","com.church.psalm.view.activity.CategoryActivity.<init>()",1,0,NONE,16,0,app/src/main/java/com/church/psalm/view/activity/CategoryActivity.java,32,94,N,"void CategoryActivity.<init>()(class com.church.psalm.view.activity.CategoryActivity *this)",5,0.80,0.30,0,1,32,1
"int CategoryActivity.getCurrentTab()","com.church.psalm.view.activity.CategoryActivity.getCurrentTab():int",1,0,NONE,32,0,app/src/main/java/com/church/psalm/view/activity/CategoryActivity.java,85,94,N,"int int CategoryActivity.getCurrentTab()(class com.church.psalm.view.activity.CategoryActivity *this)",5,0.80,0.30,0,1,85 86,1
"void CategoryActivity.onCreate(Bundle)","com.church.psalm.view.activity.CategoryActivity.onCreate(android.os.Bundle):void",0,0,NONE,103,0,app/src/main/java/com/church/psalm/view/activity/CategoryActivity.java,42,94,N,"void void CategoryActivity.onCreate(Bundle)(class com.church.psalm.view.activity.CategoryActivity *this, class android.os.Bundle *savedInstanceState)",16,0.00,1.45,0,27,,1
"void CategoryActivity.setupViewPager()","com.church.psalm.view.activity.CategoryActivity.setupViewPager():void",1,0,NONE,316,0,app/src/main/java/com/church/psalm/view/activity/CategoryActivity.java,68,94,N,"void void CategoryActivity.setupViewPager()(class com.church.psalm.view.activity.CategoryActivity *this)",29,0.97,1.23,1,15,68 69 70 71 72 73 74 75 76 77 78 79 80 81 82,1
"void CategoryActivity.showScoreActivity(int)","com.church.psalm.view.activity.CategoryActivity.showScoreActivity(int):void",1,0,NONE,36,0,app/src/main/java/com/church/psalm/view/activity/CategoryActivity.java,90,94,N,"void void CategoryActivity.showScoreActivity(int)(class com.church.psalm.view.activity.CategoryActivity *this, int trackNumber)",6,0.83,0.48,0,2,90 91 92 93,1
"void CategoryActivity_MembersInjector.<clinit>()","com.church.psalm.view.activity.CategoryActivity_MembersInjector.<clinit>():void",1,0,NONE,81,0,app/build/generated/source/apt/debug/com/church/psalm/view/activity/CategoryActivity_MembersInjector.java,9,34,N,"class java.lang.Object *void CategoryActivity_MembersInjector.<clinit>()(class java.lang.String *field)",10,0.90,0.30,0,1,9,2
"CategoryActivity_MembersInjector.<init>(MembersInjector,Provider)","com.church.psalm.view.activity.CategoryActivity_MembersInjector.<init>(dagger.MembersInjector,javax.CA8B",3,0,NONE,196,0,app/build/generated/source/apt/debug/com/church/psalm/view/activity/CategoryActivity_MembersInjector.java,14,34,N,"void CategoryActivity_MembersInjector.<init>(MembersInjector,Provider)(class com.church.psalm.view.activity.CategoryActivity_MembersInjector *this, class dagger.MembersInjector *supertypeInjector, class javax.inject.Provider *presenterProvider)",19,0.89,0.60,1,2,14 15 16 17 18 19,5
"MembersInjector CategoryActivity_MembersInjector.create(MembersInjector,Provider)","com.church.psalm.view.activity.CategoryActivity_MembersInjector.create(dagger.MembersInjector,javax.B6F1",3,0,NONE,86,0,app/build/generated/source/apt/debug/com/church/psalm/view/activity/CategoryActivity_MembersInjector.java,30,34,N,"class dagger.MembersInjector *MembersInjector CategoryActivity_MembersInjector.create(MembersInjector,Provider)(class dagger.MembersInjector *supertypeInjector, class javax.inject.Provider *presenterProvider)",5,1.00,0.60,0,3,30 31,1
"void CategoryActivity_MembersInjector.injectMembers(CategoryActivity)","com.church.psalm.view.activity.CategoryActivity_MembersInjector.injectMembers(com.church.psalm.view.A4FB",2,0,NONE,106,0,app/build/generated/source/apt/debug/com/church/psalm/view/activity/CategoryActivity_MembersInjector.java,22,34,N,"void void CategoryActivity_MembersInjector.injectMembers(CategoryActivity)(class com.church.psalm.view.activity.CategoryActivity_MembersInjector *this, class com.church.psalm.view.activity.CategoryActivity *instance)",11,1.00,0.70,1,3,22 23 24 26 27 28,2
"void CategoryActivity_MembersInjector.injectMembers(Object)","com.church.psalm.view.activity.CategoryActivity_MembersInjector.injectMembers(java.lang.Object):void",1,0,NONE,28,0,app/build/generated/source/apt/debug/com/church/psalm/view/activity/CategoryActivity_MembersInjector.java,9,34,N,"void void CategoryActivity_MembersInjector.injectMembers(Object)(class com.church.psalm.view.activity.CategoryActivity_MembersInjector *this, class java.lang.Object *$bcvar1)",5,0.80,0.70,0,4,9,1
