name,name_id,specs,time,to,symop,err,file,line,loc,top,signature,weight,proof_coverage,rank,in_calls,out_calls,proof_trace,cyclomatic
"R$anim.<init>()","android.support.design.R$anim.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/design/R.java,10,1684,N,"void R$anim.<init>()(class android.support.design.R$anim *this)",5,0.80,0.30,0,1,10,1
"R$attr.<init>()","android.support.design.R$attr.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/design/R.java,29,1684,N,"void R$attr.<init>()(class android.support.design.R$attr *this)",5,0.80,0.30,0,1,29,1
"R$bool.<init>()","android.support.design.R$bool.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/design/R.java,334,1684,N,"void R$bool.<init>()(class android.support.design.R$bool *this)",5,0.80,0.30,0,1,334,1
"R$color.<init>()","android.support.design.R$color.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/design/R.java,341,1684,N,"void R$color.<init>()(class android.support.design.R$color *this)",5,0.80,0.30,0,1,341,1
"R$dimen.<init>()","android.support.design.R$dimen.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/design/R.java,431,1684,N,"void R$dimen.<init>()(class android.support.design.R$dimen *this)",5,0.80,0.30,0,1,431,1
"R$drawable.<init>()","android.support.design.R$drawable.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/design/R.java,544,1684,N,"void R$drawable.<init>()(class android.support.design.R$drawable *this)",5,0.80,0.30,0,1,544,1
"R$id.<init>()","android.support.design.R$id.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/design/R.java,625,1684,N,"void R$id.<init>()(class android.support.design.R$id *this)",5,0.80,0.30,0,1,625,1
"R$integer.<init>()","android.support.design.R$integer.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/design/R.java,757,1684,N,"void R$integer.<init>()(class android.support.design.R$integer *this)",5,0.80,0.30,0,1,757,1
"R$layout.<init>()","android.support.design.R$layout.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/design/R.java,765,1684,N,"void R$layout.<init>()(class android.support.design.R$layout *this)",5,0.80,0.30,0,1,765,1
"R$string.<init>()","android.support.design.R$string.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/design/R.java,817,1684,N,"void R$string.<init>()(class android.support.design.R$string *this)",5,0.80,0.30,0,1,817,1
"R$style.<init>()","android.support.design.R$style.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/design/R.java,854,1684,N,"void R$style.<init>()(class android.support.design.R$style *this)",5,0.80,0.30,0,1,854,1
"void R$styleable.<clinit>()","android.support.design.R$styleable.<clinit>():void",0,0,SYMOPS TIMEOUT (334),334,0,app/build/generated/source/r/debug/android/support/design/R.java,1214,1684,N,"class java.lang.Object *void R$styleable.<clinit>()(class java.lang.String *field)",523,0.00,0.00,0,0,,1
"R$styleable.<init>()","android.support.design.R$styleable.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/design/R.java,1213,1684,N,"void R$styleable.<init>()(class android.support.design.R$styleable *this)",5,0.80,0.30,0,1,1213,1
"R.<init>()","android.support.design.R.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/design/R.java,9,1684,N,"void R.<init>()(class android.support.design.R *this)",5,0.80,0.30,0,1,9,1
"R$anim.<init>()","android.support.v7.appcompat.R$anim.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/appcompat/R.java,10,1360,N,"void R$anim.<init>()(class android.support.v7.appcompat.R$anim *this)",5,0.80,0.30,0,1,10,1
"R$attr.<init>()","android.support.v7.appcompat.R$attr.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/appcompat/R.java,22,1360,N,"void R$attr.<init>()(class android.support.v7.appcompat.R$attr *this)",5,0.80,0.30,0,1,22,1
"R$bool.<init>()","android.support.v7.appcompat.R$bool.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/appcompat/R.java,249,1360,N,"void R$bool.<init>()(class android.support.v7.appcompat.R$bool *this)",5,0.80,0.30,0,1,249,1
"R$color.<init>()","android.support.v7.appcompat.R$color.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/appcompat/R.java,256,1360,N,"void R$color.<init>()(class android.support.v7.appcompat.R$color *this)",5,0.80,0.30,0,1,256,1
"R$dimen.<init>()","android.support.v7.appcompat.R$dimen.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/appcompat/R.java,336,1360,N,"void R$dimen.<init>()(class android.support.v7.appcompat.R$dimen *this)",5,0.80,0.30,0,1,336,1
"R$drawable.<init>()","android.support.v7.appcompat.R$drawable.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/appcompat/R.java,417,1360,N,"void R$drawable.<init>()(class android.support.v7.appcompat.R$drawable *this)",5,0.80,0.30,0,1,417,1
"R$id.<init>()","android.support.v7.appcompat.R$id.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/appcompat/R.java,496,1360,N,"void R$id.<init>()(class android.support.v7.appcompat.R$id *this)",5,0.80,0.30,0,1,496,1
"R$integer.<init>()","android.support.v7.appcompat.R$integer.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/appcompat/R.java,595,1360,N,"void R$integer.<init>()(class android.support.v7.appcompat.R$integer *this)",5,0.80,0.30,0,1,595,1
"R$layout.<init>()","android.support.v7.appcompat.R$layout.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/appcompat/R.java,601,1360,N,"void R$layout.<init>()(class android.support.v7.appcompat.R$layout *this)",5,0.80,0.30,0,1,601,1
"R$string.<init>()","android.support.v7.appcompat.R$string.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/appcompat/R.java,641,1360,N,"void R$string.<init>()(class android.support.v7.appcompat.R$string *this)",5,0.80,0.30,0,1,641,1
"R$style.<init>()","android.support.v7.appcompat.R$style.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/appcompat/R.java,675,1360,N,"void R$style.<init>()(class android.support.v7.appcompat.R$style *this)",5,0.80,0.30,0,1,675,1
"void R$styleable.<clinit>()","android.support.v7.appcompat.R$styleable.<clinit>():void",0,0,SYMOPS TIMEOUT (334),334,0,app/build/generated/source/r/debug/android/support/v7/appcompat/R.java,1009,1360,N,"class java.lang.Object *void R$styleable.<clinit>()(class java.lang.String *field)",385,0.00,0.00,0,0,,1
"R$styleable.<init>()","android.support.v7.appcompat.R$styleable.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/appcompat/R.java,1008,1360,N,"void R$styleable.<init>()(class android.support.v7.appcompat.R$styleable *this)",5,0.80,0.30,0,1,1008,1
"R.<init>()","android.support.v7.appcompat.R.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/appcompat/R.java,9,1360,N,"void R.<init>()(class android.support.v7.appcompat.R *this)",5,0.80,0.30,0,1,9,1
"R$attr.<init>()","android.support.v7.cardview.R$attr.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/cardview/R.java,10,56,N,"void R$attr.<init>()(class android.support.v7.cardview.R$attr *this)",5,0.80,0.30,0,1,10,1
"R$color.<init>()","android.support.v7.cardview.R$color.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/cardview/R.java,23,56,N,"void R$color.<init>()(class android.support.v7.cardview.R$color *this)",5,0.80,0.30,0,1,23,1
"R$dimen.<init>()","android.support.v7.cardview.R$dimen.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/cardview/R.java,29,56,N,"void R$dimen.<init>()(class android.support.v7.cardview.R$dimen *this)",5,0.80,0.30,0,1,29,1
"R$style.<init>()","android.support.v7.cardview.R$style.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/cardview/R.java,34,56,N,"void R$style.<init>()(class android.support.v7.cardview.R$style *this)",5,0.80,0.30,0,1,34,1
"void R$styleable.<clinit>()","android.support.v7.cardview.R$styleable.<clinit>():void",1,0,NONE,104,0,app/build/generated/source/r/debug/android/support/v7/cardview/R.java,41,56,N,"class java.lang.Object *void R$styleable.<clinit>()(class java.lang.String *field)",19,0.95,0.00,0,0,41,1
"R$styleable.<init>()","android.support.v7.cardview.R$styleable.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/cardview/R.java,40,56,N,"void R$styleable.<init>()(class android.support.v7.cardview.R$styleable *this)",5,0.80,0.30,0,1,40,1
"R.<init>()","android.support.v7.cardview.R.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/cardview/R.java,9,56,N,"void R.<init>()(class android.support.v7.cardview.R *this)",5,0.80,0.30,0,1,9,1
"R$attr.<init>()","android.support.v7.recyclerview.R$attr.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/recyclerview/R.java,10,33,N,"void R$attr.<init>()(class android.support.v7.recyclerview.R$attr *this)",5,0.80,0.30,0,1,10,1
"R$dimen.<init>()","android.support.v7.recyclerview.R$dimen.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/recyclerview/R.java,16,33,N,"void R$dimen.<init>()(class android.support.v7.recyclerview.R$dimen *this)",5,0.80,0.30,0,1,16,1
"R$id.<init>()","android.support.v7.recyclerview.R$id.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/recyclerview/R.java,21,33,N,"void R$id.<init>()(class android.support.v7.recyclerview.R$id *this)",5,0.80,0.30,0,1,21,1
"void R$styleable.<clinit>()","android.support.v7.recyclerview.R$styleable.<clinit>():void",1,0,NONE,62,0,app/build/generated/source/r/debug/android/support/v7/recyclerview/R.java,25,33,N,"class java.lang.Object *void R$styleable.<clinit>()(class java.lang.String *field)",12,0.92,0.00,0,0,25,1
"R$styleable.<init>()","android.support.v7.recyclerview.R$styleable.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/recyclerview/R.java,24,33,N,"void R$styleable.<init>()(class android.support.v7.recyclerview.R$styleable *this)",5,0.80,0.30,0,1,24,1
"R.<init>()","android.support.v7.recyclerview.R.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/android/support/v7/recyclerview/R.java,9,33,N,"void R.<init>()(class android.support.v7.recyclerview.R *this)",5,0.80,0.30,0,1,9,1
"R$anim.<init>()","com.afollestad.materialdialogs.R$anim.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/afollestad/materialdialogs/R.java,10,1427,N,"void R$anim.<init>()(class com.afollestad.materialdialogs.R$anim *this)",5,0.80,0.30,0,1,10,1
"R$attr.<init>()","com.afollestad.materialdialogs.R$attr.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/afollestad/materialdialogs/R.java,25,1427,N,"void R$attr.<init>()(class com.afollestad.materialdialogs.R$attr *this)",5,0.80,0.30,0,1,25,1
"R$bool.<init>()","com.afollestad.materialdialogs.R$bool.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/afollestad/materialdialogs/R.java,274,1427,N,"void R$bool.<init>()(class com.afollestad.materialdialogs.R$bool *this)",5,0.80,0.30,0,1,274,1
"R$color.<init>()","com.afollestad.materialdialogs.R$color.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/afollestad/materialdialogs/R.java,282,1427,N,"void R$color.<init>()(class com.afollestad.materialdialogs.R$color *this)",5,0.80,0.30,0,1,282,1
"R$dimen.<init>()","com.afollestad.materialdialogs.R$dimen.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/afollestad/materialdialogs/R.java,361,1427,N,"void R$dimen.<init>()(class com.afollestad.materialdialogs.R$dimen *this)",5,0.80,0.30,0,1,361,1
"R$drawable.<init>()","com.afollestad.materialdialogs.R$drawable.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/afollestad/materialdialogs/R.java,473,1427,N,"void R$drawable.<init>()(class com.afollestad.materialdialogs.R$drawable *this)",5,0.80,0.30,0,1,473,1
"R$id.<init>()","com.afollestad.materialdialogs.R$id.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/afollestad/materialdialogs/R.java,553,1427,N,"void R$id.<init>()(class com.afollestad.materialdialogs.R$id *this)",5,0.80,0.30,0,1,553,1
"R$integer.<init>()","com.afollestad.materialdialogs.R$integer.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/afollestad/materialdialogs/R.java,667,1427,N,"void R$integer.<init>()(class com.afollestad.materialdialogs.R$integer *this)",5,0.80,0.30,0,1,667,1
"R$layout.<init>()","com.afollestad.materialdialogs.R$layout.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/afollestad/materialdialogs/R.java,673,1427,N,"void R$layout.<init>()(class com.afollestad.materialdialogs.R$layout *this)",5,0.80,0.30,0,1,673,1
"R$string.<init>()","com.afollestad.materialdialogs.R$string.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/afollestad/materialdialogs/R.java,728,1427,N,"void R$string.<init>()(class com.afollestad.materialdialogs.R$string *this)",5,0.80,0.30,0,1,728,1
"R$style.<init>()","com.afollestad.materialdialogs.R$style.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/afollestad/materialdialogs/R.java,750,1427,N,"void R$style.<init>()(class com.afollestad.materialdialogs.R$style *this)",5,0.80,0.30,0,1,750,1
"void R$styleable.<clinit>()","com.afollestad.materialdialogs.R$styleable.<clinit>():void",0,0,SYMOPS TIMEOUT (334),334,0,app/build/generated/source/r/debug/com/afollestad/materialdialogs/R.java,1085,1427,N,"class java.lang.Object *void R$styleable.<clinit>()(class java.lang.String *field)",393,0.00,0.00,0,0,,1
"R$styleable.<init>()","com.afollestad.materialdialogs.R$styleable.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/afollestad/materialdialogs/R.java,1084,1427,N,"void R$styleable.<init>()(class com.afollestad.materialdialogs.R$styleable *this)",5,0.80,0.30,0,1,1084,1
"R.<init>()","com.afollestad.materialdialogs.R.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/afollestad/materialdialogs/R.java,9,1427,N,"void R.<init>()(class com.afollestad.materialdialogs.R *this)",5,0.80,0.30,0,1,9,1
"void BuildConfig.<clinit>()","com.church.psalm.BuildConfig.<clinit>():void",1,0,NONE,26,0,app/build/generated/source/buildConfig/debug/com/church/psalm/BuildConfig.java,7,13,N,"class java.lang.Object *void BuildConfig.<clinit>()(class java.lang.String *field)",6,0.83,0.30,0,1,7,1
"BuildConfig.<init>()","com.church.psalm.BuildConfig.<init>()",1,0,NONE,18,0,app/build/generated/source/buildConfig/debug/com/church/psalm/BuildConfig.java,6,13,N,"void BuildConfig.<init>()(class com.church.psalm.BuildConfig *this)",5,0.80,0.30,0,1,6,1
"MusicService$MusicBinder.<init>(MusicService)","com.church.psalm.MusicService$MusicBinder.<init>(com.church.psalm.MusicService)",1,0,NONE,26,0,app/src/main/java/com/church/psalm/MusicService.java,146,151,N,"void MusicService$MusicBinder.<init>(MusicService)(class com.church.psalm.MusicService$MusicBinder *this, class com.church.psalm.MusicService *this$0)",6,0.83,0.48,1,1,146,1
"MusicService MusicService$MusicBinder.getService()","com.church.psalm.MusicService$MusicBinder.getService():com.church.psalm.MusicService",1,0,NONE,18,0,app/src/main/java/com/church/psalm/MusicService.java,147,151,N,"class com.church.psalm.MusicService *MusicService MusicService$MusicBinder.getService()(class com.church.psalm.MusicService$MusicBinder *this)",4,0.75,0.00,0,0,147 148,1
"MusicService.<init>()","com.church.psalm.MusicService.<init>()",1,0,NONE,40,0,app/src/main/java/com/church/psalm/MusicService.java,20,151,N,"void MusicService.<init>()(class com.church.psalm.MusicService *this)",7,0.86,0.60,0,3,20 26,1
"int MusicService.getBufferPercentage()","com.church.psalm.MusicService.getBufferPercentage():int",2,0,NONE,51,0,app/src/main/java/com/church/psalm/MusicService.java,133,151,N,"int int MusicService.getBufferPercentage()(class com.church.psalm.MusicService *this)",7,0.86,0.00,0,0,133 134 135 137,2
"int MusicService.getDur()","com.church.psalm.MusicService.getDur():int",1,0,NONE,32,0,app/src/main/java/com/church/psalm/MusicService.java,114,151,N,"int int MusicService.getDur()(class com.church.psalm.MusicService *this)",5,0.80,0.30,0,1,114,1
"int MusicService.getPosn()","com.church.psalm.MusicService.getPosn():int",1,0,NONE,32,0,app/src/main/java/com/church/psalm/MusicService.java,109,151,N,"int int MusicService.getPosn()(class com.church.psalm.MusicService *this)",5,0.80,0.30,0,1,109 110,1
"void MusicService.go()","com.church.psalm.MusicService.go():void",1,0,NONE,20,0,app/src/main/java/com/church/psalm/MusicService.java,129,151,N,"void void MusicService.go()(class com.church.psalm.MusicService *this)",5,0.80,0.30,0,1,129 130 131,1
"void MusicService.initMusicPlayer()","com.church.psalm.MusicService.initMusicPlayer():void",1,0,NONE,114,0,app/src/main/java/com/church/psalm/MusicService.java,88,151,N,"void void MusicService.initMusicPlayer()(class com.church.psalm.MusicService *this)",13,0.92,1.00,1,8,88 89 90 91 92 93 94 95 96,1
"boolean MusicService.isPng()","com.church.psalm.MusicService.isPng():boolean",1,0,NONE,32,0,app/src/main/java/com/church/psalm/MusicService.java,117,151,N,"_Bool boolean MusicService.isPng()(class com.church.psalm.MusicService *this)",5,0.80,0.30,0,1,117 118,1
"IBinder MusicService.onBind(Intent)","com.church.psalm.MusicService.onBind(android.content.Intent):android.os.IBinder",1,0,NONE,20,0,app/src/main/java/com/church/psalm/MusicService.java,38,151,N,"class android.os.IBinder *IBinder MusicService.onBind(Intent)(class com.church.psalm.MusicService *this, class android.content.Intent *intent)",4,0.75,0.00,0,0,38 39,1
"void MusicService.onBufferingUpdate(MediaPlayer,int)","com.church.psalm.MusicService.onBufferingUpdate(android.media.MediaPlayer,int):void",1,0,NONE,22,0,app/src/main/java/com/church/psalm/MusicService.java,141,151,N,"void void MusicService.onBufferingUpdate(MediaPlayer,int)(class com.church.psalm.MusicService *this, class android.media.MediaPlayer *mp, int percent)",5,0.80,0.00,0,0,141 142 143,1
"void MusicService.onCompletion(MediaPlayer)","com.church.psalm.MusicService.onCompletion(android.media.MediaPlayer):void",1,0,NONE,12,0,app/src/main/java/com/church/psalm/MusicService.java,43,151,N,"void void MusicService.onCompletion(MediaPlayer)(class com.church.psalm.MusicService *this, class android.media.MediaPlayer *mp)",4,0.75,0.00,0,0,43 44,1
"void MusicService.onCreate()","com.church.psalm.MusicService.onCreate():void",1,0,NONE,44,0,app/src/main/java/com/church/psalm/MusicService.java,82,151,N,"void void MusicService.onCreate()(class com.church.psalm.MusicService *this)",8,0.88,1.04,0,10,82 83 84 85 86,1
"void MusicService.onDestroy()","com.church.psalm.MusicService.onDestroy():void",1,0,NONE,36,0,app/src/main/java/com/church/psalm/MusicService.java,76,151,N,"void void MusicService.onDestroy()(class com.church.psalm.MusicService *this)",7,0.86,0.60,0,3,76 77 78 79 80,1
"boolean MusicService.onError(MediaPlayer,int,int)","com.church.psalm.MusicService.onError(android.media.MediaPlayer,int,int):boolean",4,0,NONE,196,0,app/src/main/java/com/church/psalm/MusicService.java,47,151,N,"_Bool boolean MusicService.onError(MediaPlayer,int,int)(class com.church.psalm.MusicService *this, class android.media.MediaPlayer *mp, int what, int extra)",15,0.93,0.48,0,2,47 48 49 51 54 57 60 62,4
"void MusicService.onPrepared(MediaPlayer)","com.church.psalm.MusicService.onPrepared(android.media.MediaPlayer):void",1,0,NONE,12,0,app/src/main/java/com/church/psalm/MusicService.java,66,151,N,"void void MusicService.onPrepared(MediaPlayer)(class com.church.psalm.MusicService *this, class android.media.MediaPlayer *mp)",4,0.75,0.00,0,0,66 68,1
"int MusicService.onStartCommand(Intent,int,int)","com.church.psalm.MusicService.onStartCommand(android.content.Intent,int,int):int",1,0,NONE,18,0,app/src/main/java/com/church/psalm/MusicService.java,33,151,N,"int int MusicService.onStartCommand(Intent,int,int)(class com.church.psalm.MusicService *this, class android.content.Intent *intent, int flags, int startId)",4,0.75,0.00,0,0,33 34,1
"boolean MusicService.onUnbind(Intent)","com.church.psalm.MusicService.onUnbind(android.content.Intent):boolean",1,0,NONE,14,0,app/src/main/java/com/church/psalm/MusicService.java,71,151,N,"_Bool boolean MusicService.onUnbind(Intent)(class com.church.psalm.MusicService *this, class android.content.Intent *intent)",4,0.75,0.00,0,0,71 72,1
"void MusicService.pausePlayer()","com.church.psalm.MusicService.pausePlayer():void",1,0,NONE,20,0,app/src/main/java/com/church/psalm/MusicService.java,121,151,N,"void void MusicService.pausePlayer()(class com.church.psalm.MusicService *this)",5,0.80,0.30,0,1,121 122 123,1
"void MusicService.playSong()","com.church.psalm.MusicService.playSong():void",1,0,NONE,54,0,app/src/main/java/com/church/psalm/MusicService.java,98,151,N,"void void MusicService.playSong()(class com.church.psalm.MusicService *this)",13,0.46,0.78,0,5,98 99 101 102 107,2
"void MusicService.seek(int)","com.church.psalm.MusicService.seek(int):void",1,0,NONE,24,0,app/src/main/java/com/church/psalm/MusicService.java,126,151,N,"void void MusicService.seek(int)(class com.church.psalm.MusicService *this, int posn)",5,0.80,0.30,0,1,126 127,1
"void MusicService.setSong(String)","com.church.psalm.MusicService.setSong(java.lang.String):void",1,0,NONE,20,0,app/src/main/java/com/church/psalm/MusicService.java,28,151,N,"void void MusicService.setSong(String)(class com.church.psalm.MusicService *this, class java.lang.String *url)",5,0.80,0.00,0,0,28 29 30,1
"R$anim.<init>()","com.church.psalm.R$anim.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,11,10419,N,"void R$anim.<init>()(class com.church.psalm.R$anim *this)",5,0.80,0.30,0,1,11,1
"R$array.<init>()","com.church.psalm.R$array.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,33,10419,N,"void R$array.<init>()(class com.church.psalm.R$array *this)",5,0.80,0.30,0,1,33,1
"R$attr.<init>()","com.church.psalm.R$attr.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,39,10419,N,"void R$attr.<init>()(class com.church.psalm.R$attr *this)",5,0.80,0.30,0,1,39,1
"R$bool.<init>()","com.church.psalm.R$bool.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,2585,10419,N,"void R$bool.<init>()(class com.church.psalm.R$bool *this)",5,0.80,0.30,0,1,2585,1
"R$color.<init>()","com.church.psalm.R$color.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,2593,10419,N,"void R$color.<init>()(class com.church.psalm.R$color *this)",5,0.80,0.30,0,1,2593,1
"R$dimen.<init>()","com.church.psalm.R$dimen.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,2707,10419,N,"void R$dimen.<init>()(class com.church.psalm.R$dimen *this)",5,0.80,0.30,0,1,2707,1
"R$drawable.<init>()","com.church.psalm.R$drawable.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,2858,10419,N,"void R$drawable.<init>()(class com.church.psalm.R$drawable *this)",5,0.80,0.30,0,1,2858,1
"R$id.<init>()","com.church.psalm.R$id.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,2968,10419,N,"void R$id.<init>()(class com.church.psalm.R$id *this)",5,0.80,0.30,0,1,2968,1
"R$integer.<init>()","com.church.psalm.R$integer.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,3159,10419,N,"void R$integer.<init>()(class com.church.psalm.R$integer *this)",5,0.80,0.30,0,1,3159,1
"R$layout.<init>()","com.church.psalm.R$layout.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,3167,10419,N,"void R$layout.<init>()(class com.church.psalm.R$layout *this)",5,0.80,0.30,0,1,3167,1
"R$menu.<init>()","com.church.psalm.R$menu.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,3251,10419,N,"void R$menu.<init>()(class com.church.psalm.R$menu *this)",5,0.80,0.30,0,1,3251,1
"R$mipmap.<init>()","com.church.psalm.R$mipmap.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,3255,10419,N,"void R$mipmap.<init>()(class com.church.psalm.R$mipmap *this)",5,0.80,0.30,0,1,3255,1
"R$plurals.<init>()","com.church.psalm.R$plurals.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,3258,10419,N,"void R$plurals.<init>()(class com.church.psalm.R$plurals *this)",5,0.80,0.30,0,1,3258,1
"R$raw.<init>()","com.church.psalm.R$raw.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,3261,10419,N,"void R$raw.<init>()(class com.church.psalm.R$raw *this)",5,0.80,0.30,0,1,3261,1
"R$string.<init>()","com.church.psalm.R$string.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,3290,10419,N,"void R$string.<init>()(class com.church.psalm.R$string *this)",5,0.80,0.30,0,1,3290,1
"R$style.<init>()","com.church.psalm.R$style.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,3362,10419,N,"void R$style.<init>()(class com.church.psalm.R$style *this)",5,0.80,0.30,0,1,3362,1
"void R$styleable.<clinit>()","com.church.psalm.R$styleable.<clinit>():void",0,0,SYMOPS TIMEOUT (334),334,0,app/build/generated/source/r/debug/com/church/psalm/R.java,3815,10419,N,"class java.lang.Object *void R$styleable.<clinit>()(class java.lang.String *field)",549,0.00,0.00,0,0,,1
"R$styleable.<init>()","com.church.psalm.R$styleable.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,3748,10419,N,"void R$styleable.<init>()(class com.church.psalm.R$styleable *this)",5,0.80,0.30,0,1,3748,1
"R$xml.<init>()","com.church.psalm.R$xml.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,3745,10419,N,"void R$xml.<init>()(class com.church.psalm.R$xml *this)",5,0.80,0.30,0,1,3745,1
"R.<init>()","com.church.psalm.R.<init>()",1,0,NONE,18,0,app/build/generated/source/r/debug/com/church/psalm/R.java,10,10419,N,"void R.<init>()(class com.church.psalm.R *this)",5,0.80,0.30,0,1,10,1
"void Songsandhymnsoflife.<clinit>()","com.church.psalm.Songsandhymnsoflife.<clinit>():void",1,0,NONE,12,0,app/src/main/java/com/church/psalm/Songsandhymnsoflife.java,18,39,N,"class java.lang.Object *void Songsandhymnsoflife.<clinit>()(class java.lang.String *field)",5,0.80,0.00,0,0,18,1
"Songsandhymnsoflife.<init>()","com.church.psalm.Songsandhymnsoflife.<init>()",1,0,NONE,16,0,app/src/main/java/com/church/psalm/Songsandhymnsoflife.java,16,39,N,"void Songsandhymnsoflife.<init>()(class com.church.psalm.Songsandhymnsoflife *this)",5,0.80,0.30,0,1,16,1
"Songsandhymnsoflife Songsandhymnsoflife.getApplicationInstance()","com.church.psalm.Songsandhymnsoflife.getApplicationInstance():com.church.psalm.Songsandhymnsoflife",1,0,NONE,14,0,app/src/main/java/com/church/psalm/Songsandhymnsoflife.java,36,39,N,"class com.church.psalm.Songsandhymnsoflife *Songsandhymnsoflife Songsandhymnsoflife.getApplicationInstance()()",4,0.75,0.60,3,0,36 37,1
